sentence1	sentence2	gold_label
3 men and a woman are playing video games on two televisions.	There are four people.	entailment
A man is sitting on a brown sofa while holding a red hammer.	a man is holding a hammer	entailment
Two men practicing MMA submission holds	Two men practice.	entailment
We see the backs of a young Asian girl with a green shirt and a red hat holding hands with a young Asian girl with a striped pink shirt and a pink hat by the pool.	Two girls are making physical contact.	entailment
a black dog swimming through a river.	The dog swims through the river.	entailment
a little girl wearing a dress is crying	The child is distraught.	entailment
Kids running in gym class with their teacher.	People are running during gym class	entailment
A woman is playing with a puppet in front of some children.	a woman is playing with a puppet	entailment
One wrestler walks away from a wrestler curled up on the floor as a referee looks on.	There are two men standing and one man on the floor.	entailment
A woman with dark curly hair and a dark dress is singing and holding a guitar.	A person in a dress is performing.	entailment
A child is half-buried headfirst on a sandy beach.	A child is half-buried in the sand.	entailment
A young, backwards hat wearing, boy holding a professional camera.	The boy is holding the camera.	entailment
baby playing with toys in play pin	The baby is playing with toys.	entailment
a person in a red hat, tie-dye purple shirt and black pants stands on a walkway.	A person standing.	entailment
Two elderly men sitting at the hospital.	There are two elderly men at the hospital.	entailment
Two blond women sit outside as people walk by wearing casual clothing and some wearing bookbags.	The women are outside enjoying the weather while people are walking by.	entailment
Little girl looking through a camera.	Little girl holding a camera.	entailment
A man with a black shirt operating a red vehicle.	The man is wearing clothes.	entailment
An Asian man in traditional clothing sounds a large horn in a pleasant mountain landscape.	an asian man sounds a horn	entailment
A group of people gather on a balcony.	There are people.	entailment
The small boy in the red hat has a cracker.	The boy has a cracker.	entailment
A black and white dog is climbing stairs in the snow.	Animals climbing	entailment
A man in a gray hoodie is riding a bike down a sidewalk.	A man is riding his bike.	entailment
A girl wearing earphones walks past a traffic cone.	Someone is outside/	entailment
a loan motorcyclist riding a red motorcycle on a racetrack	A motorcyclist is riding his red bike on a racetrack	entailment
A weathered, shirt-stained man rests on a horizontal bar.	There is a weathered man resting.	entailment
Black dog running with his tongue out.	Black animal is moving fast	entailment
Young adults have barbecue in the park.	The young adults are outdoors.	entailment
A girl in a pink tutu standing on her head.	A person in a pink tutu standing on her head.	entailment
A dog swims in a pool.	A dog is outside.	entailment
Muzzled greyhounds are racing along a dog track.	The dogs have their faces covered.	entailment
A woman from India origin standing while making yarn.	A person standing	entailment
A kite is being flown next to a suspension bridge, and the boat and the person flying the kite are visible in the foreground.	A person is flying a kite.	entailment
A large excavation is taking place in a city.	People are digging in the city.	entailment
A woman sits with various bowls of food.	A women sitting with food.	entailment
Two people riding an elephant through a river.	People riding an elephant	entailment
A dog wearing the number 8 leads in a dog race.	There are dogs in a race.	entailment
Doctors are performing surgery with nurses around them.	Doctors are performing an operation.	entailment
A blond boy in a red and black shirt is at a festival.	A boy is at an event.	entailment
A young woman deep in thought.	A young person  deep in thought.	entailment
A man is holding a child's hand in the ocean next to a large rock.	A man is holding a child's hand in the ocean next to a large rock	entailment
A couple kiss on the street at night in a busy Spanish speaking city.	Two people are outside at night.	entailment
A white sign with a blue arrow instructs people where to go.	The directional sign is very helpful for people needing help.	entailment
A man in an orange vest trying to pull a vehicle which is attached to another vehicle out of a rocky area.	The man is using his muscles to pull the vehicle.	entailment
Horse and rider galloping across a green field.	A person is riding a horse.	entailment
